namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_uri,is_required,is_repeatable,term_created,term_modified,class_name,compound_name,namespace_iri,term_iri,term_ns_name,term_version_iri,datatype,label_fr,definition_fr,usage_fr,notes_fr
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.hasPersonRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasPersonRole,ltc:hasPersonRole,http://rs.tdwg.org/ltc/terms/hasPersonRole-2024-02-28,array<ltc:PersonRole>,A pour Rôle d'une Personne,Cette propriété fait référence à une ou plusieurs instances associées de la classe PersonRole.,,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasPersonRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasPersonRole,ltc:hasPersonRole,http://rs.tdwg.org/ltc/terms/hasPersonRole-2024-02-28,array<ltc:PersonRole>,A pour Rôle,Cette propriété fait référence à une ou plusieurs instances associées de la classe PersonRole.,,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasPersonRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasPersonRole,ltc:hasPersonRole,http://rs.tdwg.org/ltc/terms/hasPersonRole-2024-02-28,array<ltc:PersonRole>,A pour Rôle d'une Personne,Cette propriété fait référence à une ou plusieurs instances associées de la classe PersonRole.,,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,False,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.hasPersonRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasPersonRole,ltc:hasPersonRole,http://rs.tdwg.org/ltc/terms/hasPersonRole-2024-02-28,array<ltc:PersonRole>,A pour Rôle,Cette propriété fait référence à une ou plusieurs instances associées de la classe PersonRole.,,
ltc:,hasPersonRole,Has Person Role,This property refers to one or more related instances of the PersonRole class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,False,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.hasPersonRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasPersonRole,ltc:hasPersonRole,http://rs.tdwg.org/ltc/terms/hasPersonRole-2024-02-28,array<ltc:PersonRole>,A pour Rôle d'une Personne,Cette propriété fait référence à une ou plusieurs instances associées de la classe PersonRole.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext,False,False,2024-02-28,2024-02-28,EcologicalContext,EcologicalContext.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,False,2024-02-28,2024-02-28,Event,Event.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/StorageLocation,False,False,2024-02-28,2024-02-28,StorageLocation,StorageLocation.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory,False,False,2024-02-28,2024-02-28,CollectionStatusHistory,CollectionStatusHistory.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Identifier,False,False,2024-02-28,2024-02-28,Identifier,Identifier.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,False,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/PersonRole,False,False,2024-02-28,2024-02-28,PersonRole,PersonRole.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ChronometricAge,False,False,2024-02-28,2024-02-28,ChronometricAge,ChronometricAge.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectClassification,False,False,2024-02-28,2024-02-28,ObjectClassification,ObjectClassification.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,False,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/SchemeTerm,False,False,2024-02-28,2024-02-28,SchemeTerm,SchemeTerm.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Taxon,False,False,2024-02-28,2024-02-28,Taxon,Taxon.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/MeasurementOrFact,False,False,2024-02-28,2024-02-28,MeasurementOrFact,MeasurementOrFact.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TemporalCoverage,False,False,2024-02-28,2024-02-28,TemporalCoverage,TemporalCoverage.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasReference,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/SchemeMeasurementOrFact,False,False,2024-02-28,2024-02-28,SchemeMeasurementOrFact,SchemeMeasurementOrFact.hasReference,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference-2024-02-28,array<ltc:Reference>,A pour Référence,Cette propriété fait référence à une ou plusieurs instances associées de la classe Reference.,,
ltc:,hasResourceRelationship,Has Resource Relationship,This property refers to one or more related instances of the ResourceRelationship class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasResourceRelationship,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasResourceRelationship,ltc:hasResourceRelationship,http://rs.tdwg.org/ltc/terms/hasResourceRelationship-2024-02-28,array<ltc:ResourceRelationship>,A pour Relation entre les Ressources,Cette propriété fait référence à une ou plusieurs instances associées de la classe ResourceRelationship.,,
ltc:,hasResourceRelationship,Has Resource Relationship,This property refers to one or more related instances of the ResourceRelationship class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.hasResourceRelationship,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasResourceRelationship,ltc:hasResourceRelationship,http://rs.tdwg.org/ltc/terms/hasResourceRelationship-2024-02-28,array<ltc:ResourceRelationship>,A pour Relation entre les Ressources,Cette propriété fait référence à une ou plusieurs instances associées de la classe ResourceRelationship.,,
ltc:,hasRole,Has Role,This property refers to one or more related instances of the Role class.,,This property maps to the PROV-O property hadRole (http://www.w3.org/ns/prov#hadRole).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/PersonRole,False,True,2024-02-28,2024-02-28,PersonRole,PersonRole.hasRole,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasRole,ltc:hasRole,http://rs.tdwg.org/ltc/terms/hasRole-2024-02-28,array<ltc:Role>,A pour Rôle,Cette propriété fait référence à une ou plusieurs instances associées de la classe Role.,,Cette propriété correspond à la propriété hadRole du PROV-O (http://www.w3.org/ns/prov#hadRole).
ltc:,hasSchemeMeasurementOrFact,Has Scheme Measurement Or Fact,This property refers to one or more related instances of the SchemeMeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,False,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.hasSchemeMeasurementOrFact,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasSchemeMeasurementOrFact,ltc:hasSchemeMeasurementOrFact,http://rs.tdwg.org/ltc/terms/hasSchemeMeasurementOrFact-2024-02-28,array<ltc:SchemeMeasurementOrFact>,A pour Mesure ou Fait du Modèle,Cette propriété fait référence à une ou plusieurs instances associées de la classe SchemeMeasurementOrFact.,,
ltc:,hasSchemeTerm,Has Scheme Term,This property refers to one or more related instances of the SchemeTerm class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,False,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.hasSchemeTerm,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasSchemeTerm,ltc:hasSchemeTerm,http://rs.tdwg.org/ltc/terms/hasSchemeTerm-2024-02-28,array<ltc:SchemeTerm>,A pour Terme du Modèle,Cette propriété fait référence à une ou plusieurs instances associées de la classe SchemeTerm.,,
ltc:,hasStorageLocation,Has Storage Location,This property refers to one or more related instances of the StorageLocation class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasStorageLocation,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasStorageLocation,ltc:hasStorageLocation,http://rs.tdwg.org/ltc/terms/hasStorageLocation-2024-02-28,array<ltc:StorageLocation>,A pour Lieu de Stockage,Cette propriété fait référence à une ou plusieurs instances associées de la classe StorageLocation.,,
ltc:,hasTaxon,Has Taxon,This property refers to one or more related instances of the Taxon class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasTaxon,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasTaxon,ltc:hasTaxon,http://rs.tdwg.org/ltc/terms/hasTaxon-2024-02-28,array<ltc:Taxon>,A pour Taxon,Cette propriété fait référence à une ou plusieurs instances associées de la classe Taxon.,,
ltc:,hasTemporalCoverage,Has Temporal Coverage,This property refers to one or more related instances of the TemporalCoverage class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,False,2024-02-28,2024-02-28,Event,Event.hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage,ltc:hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage-2024-02-28,array<ltc:TemporalCoverage>,A pour Couverture Temporelle,Cette propriété fait référence à une ou plusieurs instances associées de la classe TemporalCoverage.,,
ltc:,hasTemporalCoverage,Has Temporal Coverage,This property refers to one or more related instances of the TemporalCoverage class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory,False,False,2024-02-28,2024-02-28,CollectionStatusHistory,CollectionStatusHistory.hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage,ltc:hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage-2024-02-28,array<ltc:TemporalCoverage>,A pour Couverture Temporelle,Cette propriété fait référence à une ou plusieurs instances associées de la classe TemporalCoverage.,,
ltc:,hasTemporalCoverage,Has Temporal Coverage,This property refers to one or more related instances of the TemporalCoverage class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/PersonRole,False,False,2024-02-28,2024-02-28,PersonRole,PersonRole.hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage,ltc:hasTemporalCoverage,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage-2024-02-28,array<ltc:TemporalCoverage>,A pour Couverture Temporelle,Cette propriété fait référence à une ou plusieurs instances associées de la classe TemporalCoverage.,,
ltc:,identifierSource,Identifier Source,The source or creator of the identifier.,,"This term refers to the organisation, framework, software or database that minted the identifier represented in the identifier property.","`Index Herbariorum`, `GBIF Registry of Scientific Collections (GRSciColl)`, `CITES`, `IPEN`, `NHM UK 'Join the Dots' framework`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Identifier,False,False,2024-02-28,2024-02-28,Identifier,Identifier.identifierSource,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/identifierSource,ltc:identifierSource,http://rs.tdwg.org/ltc/terms/identifierSource-2024-02-28,string,Source de l'Identifiant,La source ou le créateur de l'identifiant.,,"Ce terme fait référence à l'organisation, au dispositif, au logiciel ou à la base de données qui a créé l'identifiant représenté dans la propriété identifier."
ltc:,identifierType,Identifier Type,The type and format of the value in the identifier field.,,This property should be used to help people and software understand how the identifier can be used (e.g. whether it's a resolvable IRI) and validate the identifier based on format and composition (e.g. a valid UUID).,"`Acronym`, `IRI`, `UUID v4`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Identifier,True,False,2024-02-28,2024-02-28,Identifier,Identifier.identifierType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/identifierType,ltc:identifierType,http://rs.tdwg.org/ltc/terms/identifierType-2024-02-28,string,Type d'Identifiant,Le type et le format de la valeur du champ identifier.,,"Cette propriété doit être utilisée pour aider les personnes et les logiciels à comprendre comment l'identifiant peut être utilisé (par exemple, s'il s'agit d'un IRI résoluble) et à valider l'identifiant sur la base de son format et de sa composition (par exemple, un UUID valide)."
ltc:,identifierValue,Identifier,"A textual or numeric identifier, acronym or IRI that provides an unambiguous reference for an entity within a given context.",,"This may be a simple value or resolvable IRI, and can reflect any identifier used to identify an entity (such as a collection, taxon, institution or person) included in the Collection Description.","`http://grscicoll.org/institutional-collection/osteology`, `https://www.gbif.org/grscicoll/collection/64232ca4-fd5a-4a3d-a1d5-ef812107472c`, `https://www.gbif.org/grscicoll/institution/52827361-5e82-43b7-b92a-f6ad98367fa5`, `http://sweetgum.nybg.org/science/ih/herbarium-details/?irn=126969`, `10.5072/example-full`, `NHMUK-Verts`, `BGBM`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Identifier,True,False,2024-02-28,2024-02-28,Identifier,Identifier.identifierValue,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/identifierValue,ltc:identifierValue,http://rs.tdwg.org/ltc/terms/identifierValue-2024-02-28,string,Identifiant,"Un identifiant textuel ou numérique, un acronyme ou un IRI qui fournit une référence non ambiguë pour une entité dans un contexte donné.",,"Il peut s'agir d'une simple valeur ou d'un IRI résoluble, et peut refléter tout identifiant utilisé pour identifier une entité (telle qu'une collection, un taxon, une institution ou une personne) incluse dans la description de la collection."
ltc:,isCurrentCollection,Is Current Collection,A flag to indicate whether the collection still exists as a single entity.,,Use this to indicate if the record describes the entirety of a known historical collection. If only part of the collection is present the value is 'false'.,`true` `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.isCurrentCollection,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/isCurrentCollection,ltc:isCurrentCollection,http://rs.tdwg.org/ltc/terms/isCurrentCollection-2024-02-28,boolean,Est la Collection Actuelle,Un indicateur permettant de savoir si la collection existe toujours en tant qu'entité distincte.,,"Cette valeur indique si l'enregistrement décrit l'intégralité d'une collection historique connue. Si seule une partie de la collection est présente, la valeur doit être « false »."
ltc:,isDerivedCollection,Is Derived Collection,A flag to indicate that the collection description has been generated by aggregating data from one or more underlying datasets of its individual objects.,,"If `true`, the LtC record has been wholly generated through the synthesis of existing digital records, such as by a programmatic aggregation of specimen records. If `false`, the LtC record is known to have been generated through some other method, such as in response to an institutional survey. Leaving this field blank indicates that the method used to construct the record is unknown or has yet to be recorded.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.isDerivedCollection,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/isDerivedCollection,ltc:isDerivedCollection,http://rs.tdwg.org/ltc/terms/isDerivedCollection-2024-02-28,boolean,Est une Collection Dérivée,Un indicateur qui signale que la description de la collection a été générée par l'agrégation de données provenant d'un ou de plusieurs ensembles de données sous-jacents de ses objets individuels.,,"Si `true`, l'enregistrement LtC a été entièrement généré par la synthèse d'enregistrements numériques existants, comme par une agrégation informatisée d'enregistrements de spécimens. Si `false`, l'enregistrement LtC est réputé avoir été généré par une autre méthode, par exemple en réponse à une demande institutionnelle. Le fait de laisser ce champ vide indique que la méthode utilisée pour construire l'enregistrement est inconnue ou n'a pas encore été répertoriée."
ltc:,isDistinctObjects,Is Distinct Objects,A flag to designate whether a physical object may be described by more than one ObjectGroup within the LatimerCoreScheme.,,"If isDistinctObjects is set to 'true', then no collection object should be covered by more than one object group within the LatimerCoreScheme. This is important for aggregating and reporting on metrics such as object counts, as it prevents any physical object from being counted more than once.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,True,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.isDistinctObjects,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/isDistinctObjects,ltc:isDistinctObjects,http://rs.tdwg.org/ltc/terms/isDistinctObjects-2024-02-28,boolean,Sont des Objets Distincts,Un indicateur permettant de déterminer si un objet physique peut être décrit par plus d'un ObjectGroup au sein du LatimerCoreScheme.,,"Si isDistinctObjects a pour valeur « true », aucun objet de la collection ne doit être couvert par plus d'un groupe d'objets au sein du LatimerCoreScheme. Ceci est important pour l'agrégation et l'établissement de rapports sur des statistiques telles que le nombre d'objets, car cela évite qu'un objet physique soit comptabilisé plusieurs fois."
